full_text,punctuation_text,normalized,hf_final,hf_score
@sitihaniifah16 Pilihan 2: Naik MRT jurusan Bundaran HI Bank Jakarta turun di Dukuh Atas BNI lalu naik 4C jurusan JIEP turun di UNJ,pilihan naik mrt jurusan bundaran hi bank jakarta turun di dukuh atas bni lalu naik c jurusan jiep turun di unj,pilihan naik mrt jurusan bundaran hi bank jakarta turun di dukuh atas bni lalu naik c jurusan jiep turun di unj,Neutral,999.687.671.661.377
Allride kini jadi teman naik MRT #MRT #Jakarta #Selasa https://t.co/x9OUOQtGd2,allride kini jadi teman naik mrt mrt jakarta selasa,allride kini jadi teman naik mrt mrt jakarta selasa,Neutral,9.994.934.797.286.980
bnyangin cong naik mrt dukuh atas ketemu belio https://t.co/wCKpqnFTEU,bnyangin cong naik mrt dukuh atas ketemu belio,bnyangin cong naik mrt dukuh atas ketemu belio,Neutral,9.995.692.372.322.080
@ookachie beda tempat kerja sekitar 2km (aku lebih jauh) terus kata dia drpd naik mrt mending bawa motornya,beda tempat kerja sekitar km aku lebih jauh terus kata dia drpd naik mrt mending bawa motornya,beda tempat kerja sekitar kamu saya lebih jauh terus kata dia daripada naik mrt mending bawa motornya,Negative,9.816.712.737.083.430
@stravenues Cobain naik Monorail-LRT-MRT terintegrasi tanpa keluar stasiun. Dan pas keluar ada di bawah bangunan publik/kantor.,cobain naik monorail lrt mrt terintegrasi tanpa keluar stasiun dan pas keluar ada di bawah bangunan publik kantor,cobain naik monorail lrt mrt terintegrasi tanpa keluar stasiun dan pas keluar ada di bawah bangunan publik kantor,Neutral,9.996.204.376.220.700
min @PT_Transjakarta kalo mau ke gramedia matraman dari mrt lebak bulus naik apa ya ?,min kalo mau ke gramedia matraman dari mrt lebak bulus naik apa ya,min kalau mau ke gramedia matraman dari mrt lebak bulus naik apa ya,Neutral,9.988.804.459.571.830
@cbalifornia WALAAAAAHHHHH doi emg harusnya kita geret naik mrt blok m daaaahh (phuwin mohon izin),walah doi emg harusnya kita geret naik mrt blok m dahh phuwin mohon izin,walah doi memang harusnya kita geret naik mrt blok m dahh phuwin mohon izin,Negative,9.834.381.937.980.650
Cuma dari Jatimulya - Dukuh Atas 60k gila lu. Mending naik KRL - MRT gue mah.,cuma dari jatimulya dukuh atas k gila lu mending naik krl mrt gue mah,cuma dari jatimulya dukuh atas k gila kamu mending naik krl mrt saya mah,Negative,9.993.938.207.626.340
@itsmelles ㅤ ㅤ Ya kann gk nyampek nyampek enak naik TJ atau MRT kalau di jakarta mah yaa ㅤ ㅤ,ㅤ ㅤ ya kann gk nyampek nyampek enak naik tj atau mrt kalau di jakarta mah yaa ㅤ ㅤ,ㅤ ㅤ ya kann tidak nyampek nyampek enak naik tj atau mrt kalau di jakarta mah yaa ㅤ ㅤ,Positive,9.972.289.204.597.470
intinya sih: Bayar MRT sekarang se-sat set dan se-stylish ini. Dijamin bikin kamu naik level sebagai commuter paling hype di Jakarta! Kuy borong!,intinya sih bayar mrt sekarang se sat set dan se stylish ini dijamin bikin kamu naik level sebagai commuter paling hype di jakarta kuy borong,intinya sih bayar mrt sekarang se sat set dan se stylish ini dijamin bikin kamu naik level sebagai commuter paling hype di jakarta ayo borong,Positive,9.993.294.477.462.760
@Lapsture ku naik mrt aja,ku naik mrt aja,ku naik mrt saja,Neutral,9.962.791.800.498.960
Gengs dengerin deh! MRT Jakarta baru aja ngeluarin jurus sakti nan gaul abis: Allride Wallet! Ini tuh literally gantungan kunci NFC yang super duper praktis buat nge-tap dan bayar pas mau naik MRT!,gengs dengerin deh mrt jakarta baru aja ngeluarin jurus sakti nan gaul abis allride wallet ini tuh literally gantungan kunci nfc yang super duper praktis buat nge tap dan bayar pas mau naik mrt,gengs dengerin deh mrt jakarta baru saja ngeluarin jurus sakti nan gaul abis allride wallet ini tuh literally gantungan kunci nfc yang super duper praktis buat nge tap dan bayar pas mau naik mrt,Positive,9.992.762.207.984.920
Cara kerjanya gini: Beli charm-nya dulu di MRT Merch Market (MMM) Stasiun Blok M BCA. Trus pairing via app MyMRT J di konter stasiun lo tinggal ikutin instruksi staff klik 'Setuju' dan langsung link ke GoPay. Pas naik MRT,cara kerjanya gini beli charm nya dulu di mrt merch market m stasiun blok m bca trus pairing via app mymrt j di konter stasiun lo tinggal ikutin instruksi staff klik setuju dan langsung link ke gopay pas naik mrt,cara kerjanya gini beli charm nya dulu di mrt merch market m stasiun blok m bca terus pairing via app mymrt j di konter stasiun kamu tinggal ikutin instruksi staff klik setuju dan langsung link ke gopay pas naik mrt,Neutral,9.996.059.536.933.890
h guys lagi males ribet bawa kartu MRT yang gampang ilang? MRT Jakarta baru aja rilis inovasi kece: allride Wallet! Ini gantungan kunci NFC yang bisa dipake buat bayar naik MRT.,h guys lagi males ribet bawa kartu mrt yang gampang ilang mrt jakarta baru aja rilis inovasi kece allride wallet ini gantungan kunci nfc yang bisa dipake buat bayar naik mrt,h guys lagi males ribet bawa kartu mrt yang gampang ilang mrt jakarta baru saja rilis inovasi kece allride wallet ini gantungan kunci nfc yang bisa dipakai buat bayar naik mrt,Neutral,5.201.987.028.121.940
Kabar baik ini bagi Kalian yang memiliki gaji Rp 6 2 Juta dijamin bisa loh Kalian naik MRT LRT dan Transjakarta (Brt dan Non Brt). Ayoo ikitannnnn!!!! #kotajakarta #pemprovdkijakarta https://t.co/o62jAEVU7s,kabar baik ini bagi kalian yang memiliki gaji rp juta dijamin bisa loh kalian naik mrt lrt dan transjakarta brt dan non brt ayoo ikitan kotajakarta pemprovdkijakarta,kabar baik ini bagi kalian yang memiliki gaji rp juta dijamin bisa loh kalian naik mrt lrt dan transjakarta brt dan non brt ayoo ikitan kotajakarta pemprovdkijakarta,Neutral,9.783.427.119.255.060
w tiap bepergian pk mrt tuh jg pk pertimbangan waktu. kek liat jadwal oh jam 10.05 berangkat. jalan dr parkiran 5 mnt antri estimasi 1 menit naik lift 1 mnt jd smp jam sekian kekejar tp klo tau ga kekejar ya jalan rada santai bisa ke restroom dl. enak gitu semua ke plan.,w tiap bepergian pk mrt tuh jg pk pertimbangan waktu kek liat jadwal oh jam berangkat jalan dr parkiran mnt antri estimasi menit naik lift mnt jd smp jam sekian kekejar tp klo tau ga kekejar ya jalan rada santai bisa ke restroom dl enak gitu semua ke plan,saya tiap bepergian pk mrt tuh juga pk pertimbangan waktu kek liat jadwal oh jam berangkat jalan dari parkiran minta antri estimasi menit naik lift minta jadi smp jam sekian kekejar tapi kalau tahu tidak kekejar ya jalan agak santai bisa ke restroom dulu enak begitu semua ke plan,Positive,7.128.146.290.779.110
gas naik mrt lrt kai whoosh. bismillah 2027 ya,gas naik mrt lrt kai whoosh bismillah ya,gas naik mrt lrt kai whoosh bismillah ya,Neutral,9.983.617.663.383.480
Pengguna moda transportasi yg disasar termasuk para pekerja di Jakarta dgn gaji Rp 6 2 juta/ bulan. Kini mereka bisa naik transportasi umum secara cuma-cuma mulai dari MRT Jakarta LRT Jakarta hingga Transjakarta. Caranya juga mudah tinggal daftar di https://t.co/mesxvFZ7mX,pengguna moda transportasi yg disasar termasuk para pekerja di jakarta dgn gaji rp juta bulan kini mereka bisa naik transportasi umum secara cuma cuma mulai dari mrt jakarta lrt jakarta hingga transjakarta caranya juga mudah tinggal daftar di,pengguna moda transportasi yang disasar termasuk para pekerja di jakarta dengan gaji rp juta bulan kini mereka bisa naik transportasi umum secara cuma cuma mulai dari mrt jakarta lrt jakarta hingga transjakarta caranya juga mudah tinggal daftar di,Neutral,9.488.608.241.081.230
@massiyann Gue naik mrt dari bundaran Hi sampe Lebak bulus. Abis itu beli kopi tuku di sudirman,gue naik mrt dari bundaran hi sampe lebak bulus abis itu beli kopi tuku di sudirman,saya naik mrt dari bundaran hi sampai lebak bulus abis itu beli kopi tuku di sudirman,Neutral,99.910.968.542.099
tolong bgt tolong sy udh komplain yg kesekian kalinya. perbaikin sistem kalian wey @PT_Transjakarta 11/11 08:49 tap in busway naik 11/11 09:12 tap out dipotong lagi?? keren 11/11 09:17 trpaksa reset kartu utk trf intgrasi di mrt pas tap in dan dipotong lg?? yg bener aja lah???,tolong bgt tolong sy udh komplain yg kesekian kalinya perbaikin sistem kalian wey tap in busway naik tap out dipotong lagi keren trpaksa reset kartu utk trf intgrasi di mrt pas tap in dan dipotong lg yg bener aja lah,tolong banget tolong saya sudah komplain yang kesekian kalinya perbaikin sistem kalian wey tap in busway naik tap out dipotong lagi keren trpaksa reset kartu untuk trf intgrasi di mrt pas tap in dan dipotong lagi yang benar saja lah,Negative,9.992.319.345.474.240
@Kaela_kailani Kalo dari Jatinegara bisa naik KRL yg turun Sudirman trus lanjut MRT atau Busway,kalo dari jatinegara bisa naik krl yg turun sudirman trus lanjut mrt atau busway,kalau dari jatinegara bisa naik krl yang turun sudirman terus lanjut mrt atau busway,Neutral,999.573.290.348.053
@Kaela_kailani Paling enak dari MRT turun di Istora Mandiri atau Naik Busway turun di Polda Metro/GBK,paling enak dari mrt turun di istora mandiri atau naik busway turun di polda metro gbk,paling enak dari mrt turun di istora mandiri atau naik busway turun di polda metro gbk,Positive,9.993.757.605.552.670
@datukhensem Ada keperluan ke buat mrt atau lrt di kuching? Serious tanya ni. Dah pnh naik mrt atau lrt di Lembah Klang waktu puncak? Semalam aku kena tunggu train yg ke-4 baru dapat naik waktu pagi. Dan aku pernah duk Penang (bahagian Pulau) dan aku boleh justify keperluan lrt di sana.,ada keperluan ke buat mrt atau lrt di kuching serious tanya ni dah pnh naik mrt atau lrt di lembah klang waktu puncak semalam aku kena tunggu train yg ke baru dapat naik waktu pagi dan aku pernah duk penang bahagian pulau dan aku boleh justify keperluan lrt di sana,ada keperluan ke buat mrt atau lrt di kuching serious tanya ini sudah pnh naik mrt atau lrt di lembah klang waktu puncak semalam saya kena tunggu kereta yang ke baru dapat naik waktu pagi dan saya pernah duk penang bahagian pulau dan saya boleh justify keperluan lrt di sana,Positive,9.882.304.668.426.510
@catsiree @amewakasa @PT_Transjakarta Mungkin krn aku udah tap di fatmawati jd ga tap pas turun lg. tp mungkin ada mesin tapnya di luar buat org2 yg emang naik dr mrt lb bulus (cmiiw y). Ya makanya itu ga disemua rute sama kali yaa,mungkin krn aku udah tap di fatmawati jd ga tap pas turun lg tp mungkin ada mesin tapnya di luar buat org yg emang naik dr mrt lb bulus cmiiw y ya makanya itu ga disemua rute sama kali yaa,mungkin karena saya sudah tap di fatmawati jadi tidak tap pas turun lagi tapi mungkin ada mesin tapnya di luar buat orang yang memang naik dari mrt lembar bulus cmiiw y ya makanya itu tidak disemua rute sama kali yaa,Neutral,9.690.269.827.842.710
@Vals_0214 Dan lucunya mereka baru followan saat reading agz tapi si Mo tau sepak terjang A dan E sampe udah jarang ketemu dan naik MRT padahal ga followan cuma kenal aja. Si adek sampe klarif ga stalk Kaka lucu banget di live yang kakak pijetin si adek. Ketawan banget udah ngincer wk,dan lucunya mereka baru followan saat reading agz tapi si mo tau sepak terjang a dan e sampe udah jarang ketemu dan naik mrt padahal ga followan cuma kenal aja si adek sampe klarif ga stalk kaka lucu banget di live yang kakak pijetin si adek ketawan banget udah ngincer wk,dan lucunya mereka baru followan saat reading agz tapi si mau tahu sepak terjang a dan e sampai sudah jarang ketemu dan naik mrt padahal tidak followan cuma kenal saja si adik sampai klarif tidak stalk kakak lucu sekali di live yang kakak pijetin si adik ketawan sekali sudah ngincer wk,Positive,9.964.460.730.552.670
wah gila mrt lebak bulus rame bngt ada anak sekolah study tour keliling jkt naik mrt apa gmn.... knp pas rush hour gini sih,wah gila mrt lebak bulus rame bngt ada anak sekolah study tour keliling jkt naik mrt apa gmn knp pas rush hour gini sih,wah gila mrt lebak bulus ramai sangat ada anak sekolah study tour keliling jakarta naik mrt apa bagaimana kenapa pas rush hour gini sih,Negative,8.918.530.344.963.070
@skadinthoughts Wkwkwkww gapapahhh kan emg paling convenience naik transum dr situuu bisa naik mrt lrt krl :3,wkwkwkww gapapah kan emg paling convenience naik transum dr situ bisa naik mrt lrt krl,wkwkwkww gapapah kan memang paling convenience naik transportasi umum dari situ bisa naik mrt lrt krl,Positive,9.448.958.039.283.750
@baeziaa Silahkan naik MRT jurusan Lebak Bulus turun di Haji Nawi lalu naik JAK.93 jurusan Kebayoran Lama turun di Gandaria City,silahkan naik mrt jurusan lebak bulus turun di haji nawi lalu naik jak jurusan kebayoran lama turun di gandaria city,silahkan naik mrt jurusan lebak bulus turun di haji nawi lalu naik jak jurusan kebayoran lama turun di gandaria city,Neutral,9.997.020.363.807.670
Seorang pengguna TikTok bernama wisnob viral setelah memperlihatkan MacBook miliknya bengkok parah hingga membentuk huruf L. Dalam video ia menulis sedang naik MRT ke kantor lalu menunjukkan laptopnya yang rusak saat dibuka. Belum diketahui penyebab pasti namun warganet https://t.co/hUdwDkotYm,seorang pengguna tiktok bernama wisnob viral setelah memperlihatkan macbook miliknya bengkok parah hingga membentuk huruf l dalam video ia menulis sedang naik mrt ke kantor lalu menunjukkan laptopnya yang rusak saat dibuka belum diketahui penyebab pasti namun warganet,seorang pengguna tiktok bernama wisnob viral setelah memperlihatkan macbook miliknya bengkok parah hingga membentuk huruf l dalam video ia menulis sedang naik mrt ke kantor lalu menunjukkan laptopnya yang rusak saat dibuka belum diketahui penyebab pasti namun warganet,Neutral,9.992.745.518.684.380
@pandris_pg Hai Kak. Silakan naik rute 4C arah Bundaran Senayan turun bus stop Tosari 3 kemudian menuju St. MRT Dukuh Atas BNI. Untuk mengetahui posisi bus dan fitur perencanaan perjalanan dapat mengunduh aplikasi TJ: Transjakarta. Tks ^LN,hai kak silakan naik rute c arah bundaran senayan turun bus stop tosari kemudian menuju st mrt dukuh atas bni untuk mengetahui posisi bus dan fitur perencanaan perjalanan dapat mengunduh aplikasi tj transjakarta tks ln,hai kak silakan naik rute c arah bundaran senayan turun bus stop tosari kemudian menuju st mrt dukuh atas bni untuk mengetahui posisi bus dan fitur perencanaan perjalanan dapat mengunduh aplikasi tj transjakarta tks ln,Neutral,9.997.033.476.829.520
@Telkomsel tadi pagi dari area kalibata sampe naik mrt juga gabisa buka apapun selain wa,tadi pagi dari area kalibata sampe naik mrt juga gabisa buka apapun selain wa,tadi pagi dari area kalibata sampai naik mrt juga tidak bisa buka apapun selain saya,Neutral,9.876.481.294.631.950
@americanosoulll all rules thankyou ka @americanosoulll udah ngadain GA ini buat para teume yg pengen bgt nonton pulse on di jakarta nnti️ kebetulan dom ku di depok utk transport bisa naik mrt ke indonesia arenanya this my first concert smoga dri GA ini kesempatan utk aku ketemu Treasure https://t.co/KFqM3WISaU,all rules thankyou ka udah ngadain ga ini buat para teume yg pengen bgt nonton pulse on di jakarta nnti kebetulan dom ku di depok utk transport bisa naik mrt ke indonesia arenanya this my first concert smoga dri ga ini kesempatan utk aku ketemu treasure,all rules thankyou ka sudah mengadakan tidak ini buat para teume yang ingin banget nonton pulse on di jakarta nanti kebetulan dom ku di depok untuk transport bisa naik mrt ke indonesia arenanya this my first concert semoga dari tidak ini kesempatan untuk saya ketemu treasure,Positive,9.283.954.501.152.030
@americanosoulll all rules thankyou ka @americanosoulll udah ngadain GA ini buat para teume yg pengen bgt nonton pulse on di jakarta nnti️ kebetulan dom ku di depok utk transport bisa naik mrt ke indonesia arenanya this my first concert and my bias jeongwoo https://t.co/vq3GH880t8,all rules thankyou ka udah ngadain ga ini buat para teume yg pengen bgt nonton pulse on di jakarta nnti kebetulan dom ku di depok utk transport bisa naik mrt ke indonesia arenanya this my first concert and my bias jeongwoo,all rules thankyou ka sudah mengadakan tidak ini buat para teume yang ingin banget nonton pulse on di jakarta nanti kebetulan dom ku di depok untuk transport bisa naik mrt ke indonesia arenanya this my first concert and my bias jeongwoo,Positive,8.008.025.884.628.290
Kalian pekerja di Jakarta gaji Rp6 2 juta? Ternyata naik transportasi umum bisa GRATIS lho! . Mulai dari MRT Jakarta LRT Jakarta sampai Transjakarta. Semua bisa kamu pakai buat berangkat kerja. Gimana caranya? Daftar aja langsung di https://t.co/CTMAG6EGjR https://t.co/QEDOygwqoR,kalian pekerja di jakarta gaji rp juta ternyata naik transportasi umum bisa gratis lho mulai dari mrt jakarta lrt jakarta sampai transjakarta semua bisa kamu pakai buat berangkat kerja gimana caranya daftar aja langsung di,kalian pekerja di jakarta gaji rp juta ternyata naik transportasi umum bisa gratis lho mulai dari mrt jakarta lrt jakarta sampai transjakarta semua bisa kamu pakai buat berangkat kerja gimana caranya daftar saja langsung di,Neutral,997.675.359.249.115
